"Nom, Prénom",mapping,infoIndexationBK_ACA,mapping_OnlyName,mapping_OnlyName_v2,Année,Pays,Section,Groupe,Jury,Œuvre description,Œuvre reproduction,Courrier,Dossier sur l'artiste,Prix,Lieu
"KALLWEIT, RICHARD","kallweit, richard",1969,kallweit,kallweit,1969,ETATS-UNIS,ARCHI/URB,ZOMEWORKS,,Oui,Non,Non,Non,Non,ACA
"KALMAR, KATALIN","kalmar, katalin","1967, 1969",kalmar,kalmar,1967,HONGRIE,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"KALMAR, KATALIN","kalmar, katalin","1967, 1969",kalmar,kalmar,1969,HONGRIE,SCENO,,,Oui,Non,Non,Non,Non,ACA
"KAMAL EID, MOHAMED","kamal eid, mohamed",1971,kamal eid,kamal eid,1971,REP.ARAB.EGYPTE,PHOTO,,,Oui,Non,Non,Oui,Non,ACA
"KAMEL, RAFIK","kamel, rafik",,kamel,kamel,1967,TUNISIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KAMINSKI, HARTMUT","kaminski, hartmut",1973,kaminski,kaminski,1973,R.F.A.,FILM,DUSSELD. SZENE,,Oui,Non,Non,Oui,Non,ACA
"KAMINSKI, JACK","kaminski, jack",1982,kaminski,kaminski,1982,ETATS-UNIS,VIDEO,,,Oui,Non,Non,Oui,Non,BK
"KAMLER, PIOTR","kamler, piotr",1965,kamler,kamler,1965,France,FILM/ART,,,Oui,Non,Non,Oui,Non,ACA
"KAMPMANN, RUDIGER-UTZ","kampmann, rudiger-utz",1967,kampmann,kampmann,1967,R.F.A.,SC,,,Oui,Oui,Non,Non,Non,ACA
"KANAAN, ELIE","kanaan, elie",1959,kanaan,kanaan,1959,LIBAN,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KANAKAKIS, HERO","kanakakis, hero",1980,kanakakis,kanakakis,1980,GRECE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"KANERIA, RAGHAV R.","kaneria, raghav r.",1959,kaneria,kaneria,1959,INDE,SC,,,Oui,Non,Non,Oui,Non,ACA
"KANERVA, RAIMO","kanerva, raimo",1969,kanerva,kanerva,1969,FINLANDE,GV,,,Oui,Non,Non,Non,Non,ACA
"KANERVO, MARJA","kanervo, marja",1982,kanervo,kanervo,1982,FINLANDE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"KANNANGARA, NILMINI","kannangara, nilmini",1971,kannangara,kannangara,1971,CEYLAN,OPTION 4,,,Oui,Oui,Non,Oui,Non,ACA
"KANO, MINORU","kano, minoru",,kano,kano,1965,France,SC,,JA,Oui,Oui,Non,Non,Non,ACA
"KANO, MITSUO","kano, mitsuo",,kano,kano,1961,JAPON,GV,,,Oui,Oui,Non,Non,Non,ACA
"KAO, TCHE-MIN","kao, tche-min",,kao,kao,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KAO, TCHE-MIN","kao, tche-min",,kao,kao,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KAPFINGER, OTTO","kapfinger, otto","1985, 1980",kapfinger,kapfinger,1985,AUTRICHE,ARCHI/TE,,,Oui,Oui,Non,Oui,Non,ACA
"KAPFINGER, OTTO","kapfinger, otto","1985, 1980",kapfinger,kapfinger,1980,AUTRICHE,ARCHI/TE,MISSING LINK,,Oui,Non,Oui,Oui,Non,ACA
"KAPIELSKI, THOMAS","kapielski, thomas",,kapielski,kapielski,1982,R.D.A.,VOIX/SON,,,Non,Non,Non,Non,Non,Non identifié
"KAPLAN, JEAN-JACQUES","kaplan, jean-jacques",1967,kaplan,kaplan,1967,France,PEINT,,,Oui,Non,Oui,Non,Non,ACA
"KAPLAN, NELLY","kaplan, nelly","1965, 1961, 1963, 1967",kaplan,kaplan,1965,France,FILM/ART,,,Oui,Oui,Non,Oui,Non,ACA
"KAPLAN, NELLY","kaplan, nelly","1965, 1961, 1963, 1967",kaplan,kaplan,1961,France,FILM/ART,,CA,Oui,Non,Non,Non,Non,ACA
"KAPLAN, NELLY","kaplan, nelly","1965, 1961, 1963, 1967",kaplan,kaplan,1963,France,FILM/ART,,CA,Oui,Non,Non,Oui,Non,ACA
"KAPLAN, NELLY","kaplan, nelly","1965, 1961, 1963, 1967",kaplan,kaplan,1967,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"KAPLICKY, JAN","kaplicky, jan",,kaplicky,kaplicky,1982,GRANDE-BRETAGNE,ARCHI,FUTURE SYSTEMS,,Non,Oui,Non,Non,Non,ACA
"KAPOOR, ANISH","kapoor, anish","1982, 1985",kapoor,kapoor,1982,GRANDE-BRETAGNE,AP,,,Non,Non,Non,Non,Non,Non identifié
"KAPOOR, ANISH","kapoor, anish","1982, 1985",kapoor,kapoor,1985,GRANDE-BRETAGNE,INST,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KAPTAN, HASAN","kaptan, hasan","1963, 1963",kaptan,kaptan,1963,TURQUIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KAPTAN, HASAN","kaptan, hasan","1963, 1963",kaptan,kaptan,1963,TURQUIE,GV,,,Oui,Non,Non,Non,Non,ACA
"KAQUET, BRIGITTE","kaquet, brigitte",,kaquet,kaquet,1982,BELGIQUE,INFO/SON,RADIO TITANIC,,Non,Non,Non,Non,Non,Non identifié
"KARABASZ, KAZAMIERS","karabasz, kazamiers",,karabasz,karabasz,1961,POLOGNE,FILM/ART,,,Oui,Non,Non,Oui,Non,ACA
"KARAVELA, MARIA","karavela, maria",1971,karavela,karavela,1971,France,INTER,,CG,Oui,Oui,Oui,Non,Oui,ACA
"KARAYIGITOGLU, HAKKI","karayigitoglu, hakki",,karayigitoglu,karayigitoglu,1961,TURQUIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"KARCZEWSKI, JEAN","karczewski, jean",,karczewski,karczewski,1967,France,TE,,,Oui,Oui,Non,Non,Non,ACA
"KARGL, GERALD","kargl, gerald",1982,kargl,kargl,1982,AUTRICHE,CINE/EXP,,,Non,Non,Oui,Non,Non,ACA
"KARIDIS, JANNIS","karidis, jannis",1961,karidis,karidis,1961,GRECE,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"KARIM, IDRISS","karim, idriss",1965,karim,karim,1965,MAROC,TV,,,Oui,Non,Non,Non,Non,ACA
"KARLSSONN, KRISTJAN","karlssonn, kristjan",,karlssonn,karlssonn,1982,ISLANDE,INFO/SON,BRUNI BB,,Non,Non,Non,Non,Non,Non identifié
"KARMITZ, MARIN","karmitz, marin",1967,karmitz,karmitz,1967,France,FILM/ART,,,Oui,Non,Non,Non,Non,ACA
"KAROLYI, ZSIGMOND","karolyi, zsigmond",1977,karolyi,karolyi,1977,HONGRIE,AP,,,Oui,Oui,Oui,Oui,Oui,BK
"KAROUSEK, VALERIAN","karousek, valerian",,karousek,karousek,1963,TCHECOSLOVAQUIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"KARSTEN, GERHARD","karsten, gerhard",1969,karsten,karsten,1969,R.F.A.,TE,,,Oui,Oui,Non,Non,Non,ACA
"KARUNARATNE, H.A.","karunaratne, h.a.",,karunaratne,karunaratne,1965,CEYLAN,PEINT,,,Non,Oui,Non,Non,Non,ACA
"KARUNARATNE, INDRANI","karunaratne, indrani",1971,karunaratne,karunaratne,1971,CEYLAN,OPTION 4,,,Oui,Oui,Non,Oui,Non,ACA
"KARWACKI, JANUSZ","karwacki, janusz",1971,karwacki,karwacki,1971,POLOGNE,OPTION 4,,,Oui,Non,Non,Oui,Non,ACA
"KARYBAKA, ARGYRO","karybaka, argyro",,karybaka,karybaka,1961,GRECE,SC,,,Oui,Oui,Non,Non,Non,ACA
"KASHIHARA, ETSUTOMU","kashihara, etsutomu",,kashihara,kashihara,1975,JAPON,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KASKIPURO, PENTTI ENSIO","kaskipuro, pentti ensio",1959,kaskipuro,kaskipuro,1959,FINLANDE,GV,,,Oui,Oui,Non,Non,Non,ACA
"KASS, JANOS","kass, janos",,kass,kass,1961,HONGRIE,ILL/LIVRE,,,Oui,Non,Non,Non,Non,ACA
"KASSARGIAN, IOANA","kassargian, ioana",1963,kassargian,kassargian,1963,ROUMANIE,SC,,,Oui,Oui,Non,Oui,Non,ACA
"KASSOVITZ, PETER","kassovitz, peter","1965, 1961",kassovitz,kassovitz,1965,France,FILM/ART,,,Oui,Non,Non,Oui,Non,ACA
"KASSOVITZ, PETER","kassovitz, peter","1965, 1961",kassovitz,kassovitz,1961,France,FILM/ART,,CA,Oui,Non,Non,Non,Non,ACA
"KATAGLU, OYA","kataglu, oya",,kataglu,kataglu,1971,TURQUIE,OPTION 4,,,Oui,Non,Non,Oui,Non,ACA
"KATAPODIS, SPYROS","katapodis, spyros",1967,katapodis,katapodis,1967,GRECE,SC,,,Oui,Oui,Non,Oui,Non,ACA
"KATOUZIAN, KAMRAN","katouzian, kamran",,katouzian,katouzian,1965,IRAN,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KATOUZIAN, KAMRAN","katouzian, kamran",,katouzian,katouzian,1965,IRAN,SC,,,Non,Non,Non,Non,Non,Non identifié
"KATSOULIDIS, PANAYIOTIS","katsoulidis, panayiotis",,katsoulidis,katsoulidis,1961,GRECE,GV,,,Oui,Oui,Non,Non,Non,ACA
"KATSOULIDIS, PANAYIOTIS","katsoulidis, panayiotis",,katsoulidis,katsoulidis,1965,France,GV,,JA,Oui,Oui,Non,Non,Non,ACA
"KATSOULIDIS, PANAYIOTIS","katsoulidis, panayiotis",,katsoulidis,katsoulidis,1967,France,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KATSUMOTO, FUJIO","katsumoto, fujio",1961,katsumoto,katsumoto,1961,JAPON,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KATT, LATIKA","katt, latika",1980,katt,katt,1980,INDE,AP,,,Oui,Non,Oui,Oui,Non,ACA/BK
"KATZ, SHEMUEL","katz, shemuel",1961,katz,katz,1961,ISRAEL,DES,,,Oui,Oui,Oui,Oui,Oui,ACA
"KATZOURAKIS, KYRIAKOS","katzourakis, kyriakos",,katzourakis,katzourakis,1980,GRECE,AP,,,Oui,Oui,Non,Oui,Non,ACA
"KAUFFMAN, CRAIG","kauffman, craig",1967,kauffman,kauffman,1967,ETATS-UNIS,SC,,,Oui,Oui,Non,Non,Non,ACA
"KAUFMAN, PERLA","kaufman, perla",1980,kaufman,kaufman,1980,ISRAEL,ARCHI/TE,KADER ARCHITECT,,Oui,Oui,Oui,Non,Non,ACA
"KAUFMANN, DIETER","kaufmann, dieter","1971, 1973",kaufmann,kaufmann,1971,AUTRICHE,SPECTACLE,,,Non,Non,Non,Non,Non,Non identifié
"KAUFMANN, DIETER","kaufmann, dieter","1971, 1973",kaufmann,kaufmann,1973,AUTRICHE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"KAUFMANN, HERBERT","kaufmann, herbert",1959,kaufmann,kaufmann,1959,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KAUZLARIC, TOMISLAV","kauzlaric, tomislav",1969,kauzlaric,kauzlaric,1969,YOUGOSLAVIE,SC,,,Oui,Oui,Non,Oui,Non,ACA
"KAVURIC KURTOVIC, NIVES","kavuric kurtovic, nives",,kavuric kurtovic,kavuric kurtovic,1967,YOUGOSLAVIE,PEINT,,,Oui,Oui,Oui,Non,Oui,ACA
"KAVURIC KURTOVIC, NIVES","kavuric kurtovic, nives",,kavuric kurtovic,kavuric kurtovic,1967,YOUGOSLAVIE,DES,,,Oui,Oui,Non,Non,Non,ACA
"KAWAGUCHI, TATSUO","kawaguchi, tatsuo",1973,kawaguchi,kawaguchi,1973,JAPON,INST,,,Oui,Oui,Non,Oui,Non,ACA
"KAWARA, ON","kawara, on",,kawara,kawara,1971,ETATS-UNIS,ENVOIS,,,Non,Non,Non,Non,Non,Non identifié
"KAWARABAYASHI, MUTSUO","kawarabayashi, mutsuo",1967,kawarabayashi,kawarabayashi,1967,France,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KAYN, ROLAND","kayn, roland",1965,kayn,kayn,1965,R.F.A.,COMPO/MUS,,,Non,Non,Oui,Non,Oui,ACA
"KAYSER, JACKY","kayser, jacky",,kayser,kayser,1969,France,TE,,,Oui,Oui,Non,Non,Non,ACA
"KAZOVSKIJ, EL","kazovskij, el",,kazovskij,kazovskij,1982,HONGRIE,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KAZUBINSKI, JANUSZ","kazubinski, janusz",,kazubinski,kazubinski,1969,POLOGNE,ARCHI/URB,,,Oui,Oui,Non,Non,Non,ACA
"KAZUMUCHI, FUJIWARA","kazumuchi, fujiwara",,kazumuchi,kazumuchi,1975,JAPON,INST,,,Oui,Oui,Oui,Oui,Oui,BK
"KE, TCHEN-MIN","ke, tchen-min",,ke,ke,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KEBADIAN, JACQUES","kebadian, jacques",1967,kebadian,kebadian,1967,France,FILM/ART,,,Oui,Non,Non,Non,Oui,ACA
"KEIGEL, LEONARD","keigel, leonard",1963,keigel,keigel,1963,France,FILM/ART,,CA,Oui,Non,Non,Non,Non,ACA
"KEITA, SULEYMANE","keita, suleymane",,keita,keita,1971,SENEGAL,OPTION 4,,,Oui,Non,Non,Oui,Non,ACA
"KELE, JUDIT","kele, judit",1985,kele,kele,1985,France,SON/TE,,,Oui,Oui,Non,Oui,Non,ACA
"KELEMEN, MILKO","kelemen, milko",1961,kelemen,kelemen,1961,YOUGOSLAVIE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"KELLER, KLAUS","keller, klaus",1967,keller,keller,1967,TCHECOSLOVAQUIE,TE,,,Oui,Non,Non,Non,Non,ACA
"KELLER, MAX EUGEN","keller, max eugen",1973,keller,keller,1973,SUISSE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"KELLER, PIERRE","keller, pierre",,keller,keller,1975,SUISSE,PHOTO,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KELLER, URSUL","keller, ursul",1967,keller,keller,1967,TCHECOSLOVAQUIE,TE,,,Oui,Non,Non,Non,Non,ACA
"KELLOU, MALEK","kellou, malek",1973,kellou,kellou,1973,BELGIQUE,FILM,,,Oui,Non,Oui,Oui,Non,ACA
"KELTERDORN, RUDOLF","kelterdorn, rudolf",,kelterdorn,kelterdorn,1963,SUISSE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"KEMENES, FANNY","kemenes, fanny",,kemenes,kemenes,1965,HONGRIE,DECO/THEA,,,Non,Non,Non,Non,Non,Non identifié
"KEMMER, ROBERT","kemmer, robert","1963, 1967, 1961, 1967",kemmer,kemmer,1963,LUXEMBOURG,GV,,,Oui,Oui,Non,Non,Non,ACA
"KEMMER, ROBERT","kemmer, robert","1963, 1967, 1961, 1967",kemmer,kemmer,1967,LUXEMBOURG,SC,,,Oui,Oui,Non,Non,Non,ACA
"KEMMER, ROBERT","kemmer, robert","1963, 1967, 1961, 1967",kemmer,kemmer,1961,LUXEMBOURG,SC,,,Oui,Oui,Non,Non,Non,ACA
"KEMMER, ROBERT","kemmer, robert","1963, 1967, 1961, 1967",kemmer,kemmer,1967,LUXEMBOURG,GV,,,Oui,Non,Non,Non,Non,ACA
"KENNY, NELSON","kenny, nelson","1965, 1963",kenny,kenny,1965,NLE-ZELANDE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KENNY, NELSON","kenny, nelson","1965, 1963",kenny,kenny,1963,NLE-ZELANDE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"KEO, ROEUN","keo, roeun",1963,keo,keo,1963,CAMBODGE,TE,,,Oui,Non,Non,Non,Non,ACA
"KEOU, YUE-KI","keou, yue-ki",,keou,keou,1975,CHINE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KERLEROUX, JEAN","kerleroux, jean",,kerleroux,kerleroux,1969,France,DES/HUMOU,,,Oui,Non,Oui,Non,Non,ACA
"KERLEROUX, JEAN","kerleroux, jean",,kerleroux,kerleroux,1971,France,DES/PRESS,,CG,Oui,Non,Non,Non,Non,ACA
"KERLEROUX, JEAN","kerleroux, jean",,kerleroux,kerleroux,1967,France,DES/HUMOU,,,Oui,Non,Non,Non,Non,ACA
"KERMARREC, JOEL","kermarrec, joel","1965, 1967",kermarrec,kermarrec,1965,France,PEINT,,JA,Oui,Non,Non,Non,Non,ACA
"KERMARREC, JOEL","kermarrec, joel","1965, 1967",kermarrec,kermarrec,1967,France,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KERN, PASCAL","kern, pascal",1982,kern,kern,1982,France,LIVRE/ART,,,Oui,Non,Non,Oui,Non,ACA
"KERVELLA, MARCEL","kervella, marcel",1963,kervella,kervella,1963,France,PEINT,,CA,Oui,Non,Non,Non,Non,ACA
"KESSLER, JOHN","kessler, john",,kessler,kessler,1982,ETATS-UNIS,INST/VID,,,Oui,Non,Non,Oui,Non,BK
"KESSNER, DANIEL AARON","kessner, daniel aaron",,kessner,kessner,1973,ETATS-UNIS,COMPO/MUS,,,Oui,Non,Oui,Oui,Non,ACA
"KETE, ANTOINE","kete, antoine",1967,kete,kete,1967,SENEGAL,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"KETELAARS, JAN","ketelaars, jan",1980,ketelaars,ketelaars,1980,PAYS-BAS,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA/BK
"KETZER, MANFRED","ketzer, manfred",1969,ketzer,ketzer,1969,R.F.A.,ARCHI/URB,,,Oui,Oui,Non,Non,Non,ACA
"KHAI, NGUYEN","khai, nguyen",,khai,khai,1965,VIET-NAM,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"KHEMRAJ, P.","khemraj, p.",1963,khemraj,khemraj,1963,INDE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KHUN, NGET","khun, nget",1959,khun,khun,1959,CAMBODGE,SC,,,Oui,Oui,Non,Non,Non,ACA
"KIDOKORO, SHO","kidokoro, sho",1965,kidokoro,kidokoro,1965,JAPON,GV,,,Oui,Non,Non,Non,Non,ACA
"KIEFER, ANSELM","kiefer, anselm","1977, 1985",kiefer,kiefer,1977,R.F.A.,PEINT,,,Oui,Oui,Oui,Oui,Non,BK
"KIEFER, ANSELM","kiefer, anselm","1977, 1985",kiefer,kiefer,1985,R.F.A.,PEINT,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KIEFFER, CORYSE","kieffer, coryse",1959,kieffer,kieffer,1959,LUXEMBOURG,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KIELHOLZ, HEINER","kielholz, heiner",,kielholz,kielholz,1977,SUISSE,PEINT,,,Oui,Oui,Oui,Oui,Non,BK
"KIERZKOWSKI, BRONISLAW","kierzkowski, bronislaw",,kierzkowski,kierzkowski,1959,POLOGNE,PEINT,,,Oui,Oui,Non,Oui,Non,ACA
"KIESEL, THOMAS","kiesel, thomas",1982,kiesel,kiesel,1982,R.D.A.,VOIX/SON,,,Non,Non,Non,Oui,Non,ACA
"KIESEWETTER, PETER","kiesewetter, peter","1971, 1973",kiesewetter,kiesewetter,1971,R.F.A.,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"KIESEWETTER, PETER","kiesewetter, peter","1971, 1973",kiesewetter,kiesewetter,1973,R.F.A.,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"KIHL, MATS","kihl, mats",1971,kihl,kihl,1971,SUEDE,FILM,,,Oui,Non,Non,Non,Non,ACA
"KILAR, STEPHAN","kilar, stephan",,kilar,kilar,1961,France,TE,,CA,Oui,Oui,Non,Non,Oui,ACA
"KILAR, STEPHAN","kilar, stephan",,kilar,kilar,1963,France,SC,,JA,Oui,Non,Non,Non,Non,ACA
"KILAR, STEPHAN","kilar, stephan",,kilar,kilar,1963,France,TE,,CA,Oui,Non,Oui,Non,Non,ACA
"KILAR, WOJCIECH","kilar, wojciech","1965, 1961",kilar,kilar,1965,POLOGNE,COMPO/MUS,,,Non,Non,Non,Non,Non,Non identifié
"KILAR, WOJCIECH","kilar, wojciech","1965, 1961",kilar,kilar,1961,POLOGNE,COMPO/MUS,,,Oui,Non,Non,Oui,Non,ACA
"KILEMNIK, ARIE","kilemnik, arie",1963,kilemnik,kilemnik,1963,ISRAEL,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KILLIAN, JEAN-JACQUES","killian, jean-jacques",1982,killian,killian,1982,France,VIDEO,ZARDEC,,Non,Non,Non,Non,Non,Non identifié
"KIM, BONG-TAE","kim, bong-tae",1963,kim,kim,1963,COREE,GV,,,Oui,Oui,Non,Non,Non,ACA
"KIM, CHONG-HAK","kim, chong-hak",1965,kim,kim,1965,COREE DU SUD,GV,,,Oui,Oui,Non,Non,Non,ACA
"KIM, HAN","kim, han",1971,kim,kim,1971,COREE DU SUD,OPTION 4,,,Oui,Oui,Non,Oui,Non,ACA
"KIM, HWA JA","kim, hwa ja",1963,kim,kim,1963,COREE DU SUD,DECO/THEA,,,Oui,Non,Non,Oui,Non,ACA
"KIM, JANG-SUP","kim, jang-sup",1980,kim,kim,1980,COREE DU SUD,AP,,,Oui,Non,Oui,Oui,Non,ACA/BK
"KIM, KU LIM","kim, ku lim",,kim,kim,1971,COREE DU SUD,TE,,,Oui,Oui,Non,Oui,Non,ACA
"KIM, LAY BUN","kim, lay bun",1959,kim,kim,1959,CAMBODGE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KIM, SUN","kim, sun",1982,kim,kim,1982,COREE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"KIM, TSCHANG YAUL","kim, tschang yaul",,kim,kim,1961,COREE DU SUD,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KIM, YONG-JIN","kim, yong-jin",1980,kim,kim,1980,COREE DU SUD,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"KING, BRIAN","king, brian","1969, 1982",king,king,1969,IRLANDE,SC,,,Oui,Oui,Oui,Oui,Oui,ACA
"KING, BRIAN","king, brian","1969, 1982",king,king,1982,IRLANDE,VIDEO,,,Non,Oui,Non,Oui,Non,ACA/BK
"KING, DAVE","king, dave",1980,king,king,1980,GRANDE-BRETAGNE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"KING, PHILIP","king, philip",,king,king,1963,GRANDE-BRETAGNE,SC,,,Oui,Oui,Non,Non,Non,ACA
"KINGTON, STEWART","kington, stewart",1971,kington,kington,1971,GRANDE-BRETAGNE,TE,,,Oui,Oui,Non,Non,Non,ACA
"KIOSSEV, IVAN","kiossev, ivan",,kiossev,kiossev,1961,BULGARIE,ILL/LIVRE,,,Oui,Non,Non,Non,Non,ACA
"KIPREOS, VASSILIS","kipreos, vassilis",,kipreos,kipreos,1965,GRECE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KIRASTINNICOS, JEAN","kirastinnicos, jean",,kirastinnicos,kirastinnicos,1967,France,TE,,,Oui,Oui,Non,Non,Non,ACA
"KIRAZ, SERHAT","kiraz, serhat",1980,kiraz,kiraz,1980,TURQUIE,AP,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KIRILI, ALAIN","kirili, alain","1971, 1971",kirili,kirili,1971,France,INTER,,CG,Oui,Oui,Oui,Oui,Non,ACA
"KIRILI, ALAIN","kirili, alain","1971, 1971",kirili,kirili,1971,France,ENVOIS,,,Non,Non,Non,Non,Non,Non identifié
"KIRKEBY, PER","kirkeby, per",1985,kirkeby,kirkeby,1985,R.F.A.,PEINT,,,Oui,Non,Oui,Oui,Non,ACA/BK
"KIRKOV, IVAN","kirkov, ivan","1961, 1963",kirkov,kirkov,1961,BULGARIE,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KIRKOV, IVAN","kirkov, ivan","1961, 1963",kirkov,kirkov,1963,BULGARIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KIROV, DIMITAR","kirov, dimitar",1961,kirov,kirov,1961,BULGARIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KIROV, DIMITRE","kirov, dimitre",,kirov,kirov,1965,BULGARIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KIRTHISINGHA, SHERINE","kirthisingha, sherine",1963,kirthisingha,kirthisingha,1963,CEYLAN,PEINT,,,Oui,Non,Non,Non,Non,ACA
"KIRTUNC, ERKAN","kirtunc, erkan",,kirtunc,kirtunc,1965,TURQUIE,DECO/THEA,,,Oui,Non,Non,Non,Non,ACA
"KISLYCH, VADIME","kislych, vadime",,kislych,kislych,1971,URSS,SCENO,,,Oui,Non,Non,Oui,Non,ACA
"KISS, ISTVAN","kiss, istvan",,kiss,kiss,1961,HONGRIE,SC,,,Oui,Oui,Non,Non,Non,ACA
"KISS, NAGY","kiss, nagy",,kiss,kiss,1965,HONGRIE,SC,,,Non,Non,Non,Non,Non,Non identifié
"KITATSUJI, YOSHIHISA","kitatsuji, yoshihisa",1973,kitatsuji,kitatsuji,1973,JAPON,DES,,,Oui,Oui,Non,Oui,Non,ACA
"KITCHEL, NANCY","kitchel, nancy",1975,kitchel,kitchel,1975,ETATS-UNIS,PHOTO,,,Oui,Oui,Oui,Oui,Non,ACA/BK
"KITULA, MARKKU","kitula, markku",1967,kitula,kitula,1967,FINLANDE,MEDAILLE,,,Oui,Non,Non,Non,Non,ACA
"KIURKTCHIISKI, KRASSIMIR","kiurktchiiski, krassimir",,kiurktchiiski,kiurktchiiski,1969,BULGARIE,COMPO/MUS,,,Oui,Non,Non,Non,Non,ACA
"KIVIJARVI, HARRY","kivijarvi, harry",1963,kivijarvi,kivijarvi,1963,FINLANDE,SC,,,Oui,Non,Non,Non,Non,ACA
"KLAPHECK, KONRAD","klapheck, konrad",1965,klapheck,klapheck,1965,R.F.A.,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KLASEN, PETER","klasen, peter",1967,klasen,klasen,1967,France,TE,FIG. NARRATIVE,,Oui,Non,Non,Non,Non,ACA
"KLASSON, EVA","klasson, eva",1980,klasson,klasson,1980,France,PHOTO,,,Oui,Non,Oui,Non,Non,ACA/BK
"KLEIN, YVES","klein, yves",1959,klein,klein,1959,France,PEINT,,JC,Oui,Non,Oui,Non,Non,ACA
"KLIBI, MOHAMED","klibi, mohamed",,klibi,klibi,1959,TUNISIE,PEINT,,,Oui,Oui,Non,Non,Non,ACA
"KLIMO, KAROLY","klimo, karoly",,klimo,klimo,1965,HONGRIE,PEINT,,,Non,Non,Non,Non,Non,Non identifié
"KLINKAN, ALFRED","klinkan, alfred",1982,klinkan,klinkan,1982,AUTRICHE,AP,,,Oui,Oui,Non,Oui,Non,ACA/BK
"KLJAJITCH, KOLJA","kljajitch, kolja",,kljajitch,kljajitch,1965,France,DES,,CA,Oui,Oui,Non,Non,Non,ACA
"KLOKOV, VIATCHESLAV","klokov, viatcheslav",,klokov,klokov,1963,URSS,SC,,,Oui,Non,Non,Non,Non,ACA
"KLONARIS, MARIA","klonaris, maria","1982, 1980",klonaris,klonaris,1982,GRECE,CINE/EXP,,,Oui,Oui,Non,Oui,Non,ACA
"KLONARIS, MARIA","klonaris, maria","1982, 1980",klonaris,klonaris,1980,France,CINE/EXP,,,Oui,Non,Non,Oui,Non,ACA
"KLOTZ, LENZ","klotz, lenz",1959,klotz,klotz,1959,SUISSE,PEINT,,,Non,Oui,Non,Oui,Non,ACA
"KLUSAK, JAN","klusak, jan",1963,klusak,klusak,1963,TCHECOSLOVAQUIE,COMPO/MUS,,,Oui,Non,Non,Oui,Oui,ACA
"KNAPP, ALAIN","knapp, alain",,knapp,knapp,1971,SUISSE,SPECTACLE,,,Non,Non,Non,Non,Non,Non identifié
